AAAÑO,MMES,QCATEGORÍAS,INTIPO,IDDISTRITO,DPROVINCIA,QLUG,IDSITTURI,ADACTIV,NVISIT,QPROVENENCIA,PPRECIO
2020,diciembre,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,extranjero,S/ 65
2020,diciembre,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,Nacional,S/ 30
2020,diciembre,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,extranjero,S/ 65
2020,diciembre,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,Nacional,S/ 30
2020,diciembre,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,extranjero,S/ 65
2020,diciembre,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Nacional,S/ 30
2020,diciembre,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 65
2020,diciembre,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Nacional,S/ 30
2020,diciembre,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 65
2020,diciembre,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,Nacional,S/ 30
2020,diciembre,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 65
2020,diciembre,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,1887,Nacional,S/ 30
2020,diciembre,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,143,extranjero,S/ 65
2020,diciembre,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2020,diciembre,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,extranjero,S/ 65
2020,diciembre,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2020,diciembre,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,extranjero,S/ 65
2020,diciembre,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,Nacional,S/ 30
2020,diciembre,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,extranjero,S/ 65
2020,diciembre,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,Nacional,S/ 30
2020,diciembre,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,extranjero,S/ 65
2020,diciembre,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,0,Nacional,S/ 30
2020,diciembre,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,0,extranjero,S/ 65
2020,diciembre,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,0,Nacional,S/ 30
2020,diciembre,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,0,extranjero,S/ 65
2021,enero,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 69,Turismo,1844,Local,S/ 15
2021,enero,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,4343,nacional,S/ 75
2021,enero,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,46,extranjero,S/ 150
2021,enero,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 71,Turismo,256,Local,S/ 15
2021,enero,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,183,nacional,S/ 75
2021,enero,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,52,extranjero,S/ 150
2021,enero,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,Local,S/ 15
2021,enero,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,nacional,S/ 75
2021,enero,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,extranjero,S/ 150
2021,enero,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,Local,S/ 15
2021,enero,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,nacional,S/ 75
2021,enero,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,extranjero,S/ 150
2021,enero,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,691,Local,S/ 15
2021,enero,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,2132,nacional,S/ 75
2021,enero,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,15,extranjero,S/ 150
2021,enero,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,270,Local,S/ 15
2021,enero,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,177,nacional,S/ 75
2021,enero,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,0,extranjero,S/ 150
2021,enero,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,Local,S/ 15
2021,enero,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,nacional,S/ 75
2021,enero,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,extranjero,S/ 150
2021,enero,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,Local,S/ 15
2021,enero,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,nacional,S/ 75
2021,enero,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,extranjero,S/ 150
2021,enero,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,Local,S/ 15
2021,enero,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,nacional,S/ 75
2021,enero,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,extranjero,S/ 150
2021,enero,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,1269,Local,S/ 15
2021,enero,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,187,nacional,S/ 75
2021,enero,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,1,extranjero,S/ 150
2021,enero,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,282,Local,S/ 15
2021,enero,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,16,nacional,S/ 75
2021,enero,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,5,extranjero,S/ 150
2021,enero,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,7,Local,S/ 15
2021,enero,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,nacional,S/ 75
2021,enero,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,extranjero,S/ 150
2021,enero,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,Local,S/ 15
2021,enero,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,nacional,S/ 75
2021,enero,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,extranjero,S/ 150
2021,enero,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,Local,S/ 15
2021,enero,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,nacional,S/ 75
2021,enero,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,extranjero,S/ 150
2021,enero,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,Local,S/ 15
2021,enero,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,nacional,S/ 75
2021,enero,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,extranjero,S/ 150
2021,enero,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,Local,S/ 15
2021,enero,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,nacional,S/ 75
2021,enero,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,extranjero,S/ 150
2021,enero,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,Local,S/ 15
2021,enero,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,nacional,S/ 75
2021,enero,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,extranjero,S/ 150
2021,enero,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,Local,S/ 15
2021,enero,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,nacional,S/ 75
2021,enero,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,extranjero,S/ 150
2021,enero,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,1528,Local,S/ 15
2021,enero,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,197,nacional,S/ 75
2021,enero,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,extranjero,S/ 150
2021,enero,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,54,Local,S/ 15
2021,enero,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,34,nacional,S/ 75
2021,enero,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,extranjero,S/ 150
2021,enero,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,Local,S/ 15
2021,enero,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,nacional,S/ 75
2021,enero,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,extranjero,S/ 150
2021,enero,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,Local,S/ 15
2021,enero,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,nacional,S/ 75
2021,enero,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,extranjero,S/ 150
2021,enero,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Local,S/ 15
2021,enero,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,nacional,S/ 75
2021,enero,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 150
2021,enero,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Local,S/ 15
2021,enero,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,nacional,S/ 75
2021,enero,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 150
2021,enero,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,Local,S/ 15
2021,enero,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,nacional,S/ 75
2021,enero,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 150
2021,enero,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,38,Local,S/ 15
2021,enero,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,1272,nacional,S/ 75
2021,enero,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,45,extranjero,S/ 150
2021,enero,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,Local,S/ 15
2021,enero,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,nacional,S/ 75
2021,enero,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2021,enero,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,Local,S/ 15
2021,enero,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,nacional,S/ 75
2021,enero,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2021,enero,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,Local,S/ 15
2021,enero,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,nacional,S/ 75
2021,enero,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,extranjero,S/ 150
2021,enero,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,Local,S/ 15
2021,enero,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,nacional,S/ 75
2021,enero,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,extranjero,S/ 150
2021,enero,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,Local,S/ 15
2021,enero,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,nacional,S/ 75
2021,enero,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,extranjero,S/ 150
2021,enero,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,Local,S/ 15
2021,enero,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,nacional,S/ 75
2021,enero,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,extranjero,S/ 150
2021,febrero,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 69,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,0,Local,S/ 15
2021,febrero,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 71,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,0,Local,S/ 15
2021,febrero,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,0,extranjero,S/ 150
2021,febrero,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,Local,S/ 15
2021,febrero,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,extranjero,S/ 150
2021,febrero,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,Local,S/ 15
2021,febrero,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,extranjero,S/ 150
2021,febrero,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,0,Local,S/ 15
2021,febrero,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,0,Local,S/ 15
2021,febrero,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,0,extranjero,S/ 150
2021,febrero,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,Local,S/ 15
2021,febrero,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,extranjero,S/ 150
2021,febrero,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,Local,S/ 15
2021,febrero,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,extranjero,S/ 150
2021,febrero,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,Local,S/ 15
2021,febrero,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,Local,S/ 15
2021,febrero,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,Local,S/ 15
2021,febrero,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,Local,S/ 15
2021,febrero,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,extranjero,S/ 150
2021,febrero,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,Nacional,S/ 75
2021,febrero,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,Local,S/ 15
2021,febrero,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,extranjero,S/ 150
2021,febrero,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,Nacional,S/ 75
2021,febrero,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,Local,S/ 15
2021,febrero,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,extranjero,S/ 150
2021,febrero,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,Local,S/ 15
2021,febrero,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,Local,S/ 15
2021,febrero,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,extranjero,S/ 150
2021,febrero,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,Local,S/ 15
2021,febrero,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,extranjero,S/ 150
2021,febrero,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,Local,S/ 15
2021,febrero,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,extranjero,S/ 150
2021,febrero,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,Local,S/ 15
2021,febrero,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,Local,S/ 15
2021,febrero,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,extranjero,S/ 150
2021,febrero,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,Local,S/ 15
2021,febrero,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,extranjero,S/ 150
2021,febrero,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,Local,S/ 15
2021,febrero,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,extranjero,S/ 150
2021,febrero,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Local,S/ 15
2021,febrero,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Local,S/ 15
2021,febrero,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,Local,S/ 15
2021,febrero,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 150
2021,febrero,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,Nacional,S/ 75
2021,febrero,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,Local,S/ 15
2021,febrero,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 150
2021,febrero,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,Local,S/ 15
2021,febrero,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2021,febrero,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,Nacional,S/ 75
2021,febrero,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,Local,S/ 15
2021,febrero,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2021,febrero,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,Nacional,S/ 75
2021,febrero,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,Local,S/ 15
2021,febrero,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,extranjero,S/ 150
2021,febrero,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,Nacional,S/ 75
2021,febrero,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,Local,S/ 15
2021,febrero,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,extranjero,S/ 150
